Jornada,Local_ID,Local,Visitante,Visitante_ID,Goles_local,goles_visitante,Resultado,Marcador,Temporada
1,ESP_GIR,Girona,Rayo Vallecano,ESP_RAY,1,3,Visitante,1-3,2025/2026
1,ESP_VIL,Villarreal,Real Oviedo,ESP_ROV,2,0,Local,2-0,2025/2026
1,ESP_MLL,RCD Mallorca,Barcelona,ESP_FCB,0,3,Visitante,0-3,2025/2026
1,ESP_ALA,Deportivo Alaves,Levante UD ,ESP_LEV,2,1,Local,2-1,2025/2026
1,ESP_VAL,Valencia CF,Real Sociedad,ESP_RSO,1,1,Empate,1-1,2025/2026
1,ESP_CEL,Celta de Vigo,Getafe CF,ESP_GET,0,2,Visitante,0-2,2025/2026
1,ESP_ATH,Athletic club,Sevilla FC,ESP_SEV,3,2,Local,3-2,2025/2026
1,ESP_ESP,RCD Espanyol,Atletico de Madrid,ESP_ATM,2,1,Local,2-1,2025/2026
1,ESP_ELC,Elche CF,Betis,ESP_BET,1,1,Empate,1-1,2025/2026
1,ESP_RMA,Real Madrid,CA Osasuna,ESP_OSA,1,0,Local,1-0,2025/2026
2,ESP_BET,Betis,Alaves,ESP_ALA,1,0,Local,1-0,2025/2026
2,ESP_MLL,RCD Mallorca ,Celta de Vigo,ESP_CEL,1,1,Empate,1-1,2025/2026
2,ESP_ATM,Atletico de Madrid,Elche CF,ESP_ELC,1,1,Empate,1-1,2025/2026
2,ESP_LEV,Levante,FC Barcelona,ESP_FCB,2,3,Visitante,2-3,2025/2026
2,ESP_OSA,Osasuna,Valencia,ESP_VAL,1,0,Local,1-0,2025/2026
2,ESP_VIL,Villarreal,Girona,ESP_GIR,5,0,Local,5-0,2025/2026
2,ESP_RSO,Real Sociedad,RCD Espanyol,ESP_ESP,2,2,Empate,2-2,2025/2026
2,ESP_ROV,Real Oviedo,Real Madrid,ESP_RMA,0,3,Visitante,0-3,2025/2026
2,ESP_ATH,Athletic club,Rayo Vallecano,ESP_RAY,1,0,Local,1-0,2025/2026
2,ESP_SEV,Sevilla FC,Getafe CF,ESP_GET,1,2,Visitante,1-2,2025/2026
3,ESP_ELC,Elche CF,Levante UD ,ESP_LEV,2,0,Local,2-0,2025/2026
3,ESP_VAL,Valencia CF,Getafe CF,ESP_GET,3,0,Local,3-0,2025/2026
3,ESP_ALA,Deportivo Alaves,Atletico de Madrid,ESP_ATM,1,1,Empate,1-1,2025/2026
3,ESP_ROV,Real Oviedo,Real Sociedad,ESP_RSO,1,0,Local,1-0,2025/2026
3,ESP_GIR,Girona,Sevilla FC,ESP_SEV,0,2,Visitante,0-2,2025/2026
3,ESP_RMA,Real Madrid,RCD Mallorca ,ESP_MLL,2,1,Local,2-1,2025/2026
3,ESP_CEL,Celta de Vigo,Villarreal,ESP_VIL,1,1,Empate,1-1,2025/2026
3,ESP_BET,Betis,Athletic Club,ESP_ATH,1,2,Visitante,1-2,2025/2026
3,ESP_ESP,RCD Espanyol,Osasuna,ESP_OSA,1,0,Local,1-0,2025/2026
3,ESP_RAY,Rayo Vallecano,FC Barcelona,ESP_FCB,1,1,Empate,1-1,2025/2026
4,ESP_SEV,Sevilla FC,Elche CF,ESP_ELC,2,2,Empate,2-2,2025/2026
4,ESP_GET,Getafe,Real Oviedo,ESP_ROV,2,0,Local,2-0,2025/2026
4,ESP_RSO,Real Sociedad,Real Madrid,ESP_RMA,1,2,Visitante,1-2,2025/2026
4,ESP_ATH,Athletic club,Deportivo Alaves,ESP_ALA,0,1,Visitante,0-1,2025/2026
4,ESP_ATM,Atletico de Madrid,Villarreal,ESP_VIL,2,0,Local,2-0,2025/2026
4,ESP_CEL,Celta de Vigo,Girona,ESP_GIR,1,1,Empate,1-1,2025/2026
4,ESP_LEV,Levante,Betis,ESP_BET,2,2,Empate,2-2,2025/2026
4,ESP_OSA,Osasuna,Rayo Vallecano,ESP_RAY,2,0,Local,2-0,2025/2026
4,ESP_FCB,FC Barcelona,Valencia,ESP_VAL,6,0,Local,6-0,2025/2026
4,ESP_ESP,RCD Espanyol,RCD Mallorca ,ESP_MLL,3,2,Local,3-2,2025/2026
5,ESP_FCB,FC Barcelona,Getafe CF,ESP_GET,3,0,Local,3-0,2025/2026
5,ESP_MLL,RCD Mallorca,Atletico de Madrid,ESP_ATM,1,1,Empate,1-1,2025/2026
5,ESP_VAL,Valencia,Athletic club,ESP_ATH,2,0,Local,2-0,2025/2026
5,ESP_ELC,Elche CF,Real Oviedo,ESP_ROV,1,0,Local,1-0,2025/2026
5,ESP_RAY,Rayo Vallecano,Celta de Vigo,ESP_CEL,1,1,Empate,1-1,2025/2026
5,ESP_ALA,Deportivo Alaves,Sevilla FC,ESP_SEV,1,2,Visitante,1-2,2025/2026
5,ESP_BET,Betis,Real Sociedad,ESP_RSO,3,1,Local,3-1,2025/2026
5,ESP_RMA,Real Madrid,RCD Espanyol,ESP_ESP,2,0,Local,2-0,2025/2026
5,ESP_GIR,Girona,Levante UD ,ESP_LEV,0,4,Visitante,0-4,2025/2026
5,ESP_VIL,Villarreal,Osasuna,ESP_OSA,2,1,Local,2-1,2025/2026
6,ESP_ESP,RCD Espanyol,Valencia,ESP_VAL,2,2,Empate,2-2,2025/2026
6,ESP_SEV,Sevilla FC,Villarreal,ESP_VIL,1,2,Visitante,1-2,2025/2026
6,ESP_GET,Getafe,Alaves,ESP_ALA,1,1,Empate,1-1,2025/2026
6,ESP_ATH,Athletic club,Girona,ESP_GIR,1,1,Empate,1-1,2025/2026
6,ESP_LEV,Levante,Real Madrid,ESP_RMA,1,4,Visitante,1-4,2025/2026
6,ESP_RSO,Real Sociedad,RCD Mallorca ,ESP_MLL,1,0,Local,1-0,2025/2026
6,ESP_ATM,Atletico de Madrid,Rayo Vallecano,ESP_RAY,3,2,Local,3-2,2025/2026
6,ESP_ROV,Real Oviedo,FC Barcelona,ESP_FCB,1,3,Visitante,1-3,2025/2026
6,ESP_OSA,Osasuna,Elche CF,ESP_ELC,1,1,Empate,1-1,2025/2026
7,ESP_GIR,Girona,RCD Espanyol,ESP_ESP,0,0,Empate,0-0,2025/2026
7,ESP_GET,GEtafe,Levante UD ,ESP_LEV,1,1,Empate,1-1,2025/2026
7,ESP_ATM,Atletico de Madrid,Real Madrid,ESP_RMA,5,2,Local,5-2,2025/2026
7,ESP_MLL,RCD Mallorca,Alaves,ESP_ALA,1,0,Local,1-0,2025/2026
7,ESP_VIL,Villarreal,Athletic club,ESP_ATH,1,0,Local,1-0,2025/2026
7,ESP_RAY,Rayo Vallecano,Sevilla FC,ESP_SEV,0,1,Visitante,0-1,2025/2026
7,ESP_ELC,Elche CF,Celta de Vigo,ESP_CEL,2,1,Local,2-1,2025/2026
7,ESP_FCB,FC Barcelona,Real Sociedad,ESP_RSO,2,1,Local,2-1,2025/2026
7,ESP_BET,Betis,Osasuna,ESP_OSA,2,0,Local,2-0,2025/2026
7,ESP_VAL,Valencia CF,Real Oviedo,ESP_ROV,1,2,Visitante,1-2,2025/2026
8,ESP_OSA,Osasuna,Getafe CF,ESP_GET,2,1,Local,2-1,2025/2026
8,ESP_ROV,Real Oviedo,Levante UD ,ESP_LEV,0,2,Visitante,0-2,2025/2026
8,ESP_GIR,Girona,Valencia,ESP_VAL,2,1,Local,2-1,2025/2026
8,ESP_ATH,Athletic club,RCD MAllorca ,ESP_MLL,2,1,Local,2-1,2025/2026
8,ESP_RMA,Real Madrid,Villarreal,ESP_VIL,3,1,Local,3-1,2025/2026
8,ESP_ALA,Alaves,Elche CF,ESP_ELC,3,1,Local,3-1,2025/2026
8,ESP_SEV,Sevilla FC,FC Barcelona,ESP_FCB,4,1,Local,4-1,2025/2026
8,ESP_ESP,RCD Espanyol,Betis,ESP_BET,1,2,Visitante,1-2,2025/2026
8,ESP_RSO,Real Sociedad,Rayo Vallecano,ESP_RAY,0,1,Visitante,0-1,2025/2026
8,ESP_CEL,Celta de Vigo,Atletico de Madrid,ESP_ATM,1,1,Empate,1-1,2025/2026
1,ESP_ATH,Ath Bilbao,Getafe,ESP_GET,1,1,Empate,1-1,2024/2025
1,ESP_BET,Betis,Girona,ESP_GIR,1,1,Empate,1-1,2024/2025
1,ESP_CEL,Celta,Alaves,ESP_ALA,2,1,Local,2-1,2024/2025
1,ESP_PAL,Las Palmas,Sevilla,ESP_SEV,2,2,Empate,2-2,2024/2025
1,ESP_OSA,Osasuna,Leganes,ESP_LEG,1,1,Empate,1-1,2024/2025
1,ESP_VAL,Valencia,Barcelona,ESP_FCB,1,2,Visitante,1-2,2024/2025
1,ESP_RSO,Sociedad,Vallecano,ESP_RAY,1,2,Visitante,1-2,2024/2025
1,ESP_MLL,Mallorca,Real Madrid,ESP_RMA,1,1,Empate,1-1,2024/2025
1,ESP_VALLA,Valladolid,Espanol,ESP_ESP,1,0,Local,1-0,2024/2025
1,ESP_VILL,Villarreal,Ath Madrid,ESP_ATM,2,2,Empate,2-2,2024/2025
2,ESP_CEL,Celta,Valencia,ESP_VAL,3,1,Local,3-1,2024/2025
2,ESP_SEV,Sevilla,Villarreal,ESP_VIL,1,2,Visitante,1-2,2024/2025
2,ESP_OSA,Osasuna,Mallorca,ESP_MLL,1,0,Local,1-0,2024/2025
2,ESP_FCB,Barcelona,Ath Bilbao,ESP_ATH,2,1,Local,2-1,2024/2025
2,ESP_ESP,Espanol,Sociedad,ESP_RSO,0,1,Visitante,0-1,2024/2025
2,ESP_GET,Getafe,Vallecano,ESP_RAY,0,0,Empate,0-0,2024/2025
2,ESP_RMA,Real Madrid,Valladolid,ESP_VALLA,3,0,Local,3-0,2024/2025
2,ESP_LEG,Leganes,Las Palmas,ESP_PAL,2,1,Local,2-1,2024/2025
2,ESP_ALA,Alaves,Betis,ESP_BET,0,0,Empate,0-0,2024/2025
2,ESP_ATH,Ath Madrid,Girona,ESP_GIR,3,0,Local,3-0,2024/2025
3,ESP_VIL,Villarreal,Celta,ESP_CEL,4,3,Local,4-3,2024/2025
3,ESP_MLL,Mallorca,Sevilla,ESP_SEV,0,0,Empate,0-0,2024/2025
3,ESP_RAY,Vallecano,Barcelona,ESP_FCB,1,2,Visitante,1-2,2024/2025
3,ESP_ATH,Ath Bilbao,Valencia,ESP_VAL,1,0,Local,1-0,2024/2025
3,ESP_VALLA,Valladolid,Leganes,ESP_LEG,0,0,Empate,0-0,2024/2025
3,ESP_ATM,Ath Madrid,Espanol,ESP_ESP,0,0,Empate,0-0,2024/2025
3,ESP_RSO,Sociedad,Alaves,ESP_ALA,1,2,Visitante,1-2,2024/2025
3,ESP_GIR,Girona,Osasuna,ESP_OSA,4,0,Local,4-0,2024/2025
3,ESP_PAL,Las Palmas,Real Madrid,ESP_RMA,1,1,Empate,1-1,2024/2025
3,ESP_FCB,Barcelona,Valladolid,ESP_VALLA,7,0,Local,7-0,2024/2025
4,ESP_ATH,Ath Bilbao,Ath Madrid,ESP_ATM,0,1,Visitante,0-1,2024/2025
4,ESP_ESP,Espanol,Vallecano,ESP_RAY,2,1,Local,2-1,2024/2025
4,ESP_LEG,Leganes,Mallorca,ESP_MLL,0,1,Visitante,0-1,2024/2025
4,ESP_VAL,Valencia,Villarreal,ESP_VIL,1,1,Empate,1-1,2024/2025
4,ESP_ALA,Alaves,Las Palmas,ESP_PAL,2,0,Local,2-0,2024/2025
4,ESP_OSA,Osasuna,Celta,ESP_CEL,3,2,Local,3-2,2024/2025
4,ESP_SEV,Sevilla,Girona,ESP_GIR,0,2,Visitante,0-2,2024/2025
4,ESP_GET,Getafe,Sociedad,ESP_RSO,0,0,Empate,0-0,2024/2025
4,ESP_RMA,Real Madrid,Betis,ESP_BET,2,0,Local,2-0,2024/2025
4,ESP_BET,Betis,Leganes,ESP_LEG,2,0,Local,2-0,2024/2025
5,ESP_MLL,Mallorca,Villarreal,ESP_VIL,1,2,Visitante,1-2,2024/2025
5,ESP_ESP,Espanol,Alaves,ESP_ALA,3,2,Local,3-2,2024/2025
5,ESP_SEV,Sevilla,Getafe,ESP_GET,1,0,Local,1-0,2024/2025
5,ESP_RSO,Sociedad,Real Madrid,ESP_RMA,0,2,Visitante,0-2,2024/2025
5,ESP_CEL,Celta,Valladolid,ESP_VALLA,3,1,Local,3-1,2024/2025
5,ESP_GIR,Girona,Barcelona,ESP_FCB,1,4,Visitante,1-4,2024/2025
5,ESP_PAL,Las Palmas,Ath Bilbao,ESP_ATH,2,3,Visitante,2-3,2024/2025
5,ESP_ATM,Ath Madrid,Valencia,ESP_VAL,3,0,Local,3-0,2024/2025
5,ESP_RAY,Vallecano,Osasuna,ESP_OSA,3,1,Local,3-1,2024/2025
5,ESP_MLL,Mallorca,Sociedad,ESP_RSO,1,0,Local,1-0,2024/2025
6,ESP_BET,Betis,Getafe,ESP_GET,2,1,Local,2-1,2024/2025
6,ESP_LEG,Leganes,Ath Bilbao,ESP_ATH,0,2,Visitante,0-2,2024/2025
6,ESP_ALA,Alaves,Sevilla,ESP_SEV,2,1,Local,2-1,2024/2025
6,ESP_VALLA,Valladolid,Sociedad,ESP_RSO,0,0,Empate,0-0,2024/2025
6,ESP_OSA,Osasuna,Las Palmas,ESP_PAL,2,1,Local,2-1,2024/2025
6,ESP_VAL,Valencia,Girona,ESP_GIR,2,0,Local,2-0,2024/2025
6,ESP_RMA,Real Madrid,Espanol,ESP_ESP,4,1,Local,4-1,2024/2025
6,ESP_GET,Getafe,Leganes,ESP_LEG,1,1,Empate,1-1,2024/2025
6,ESP_ATH,Ath Bilbao,Celta,ESP_CEL,3,1,Local,3-1,2024/2025
6,ESP_VIL,Villarreal,Barcelona,ESP_FCB,1,5,Visitante,1-5,2024/2025
7,ESP_RAY,Vallecano,Ath Madrid,ESP_ATM,1,1,Empate,1-1,2024/2025
7,ESP_BET,Betis,Mallorca,ESP_MLL,1,2,Visitante,1-2,2024/2025
7,ESP_SEV,Sevilla,Valladolid,ESP_VALLA,2,1,Local,2-1,2024/2025
7,ESP_VAL,Valencia,Osasuna,ESP_OSA,0,0,Empate,0-0,2024/2025
7,ESP_RMA,Real Madrid,Alaves,ESP_ALA,3,2,Local,3-2,2024/2025
7,ESP_GIR,Girona,Vallecano,ESP_RAY,0,0,Empate,0-0,2024/2025
7,ESP_FCB,Barcelona,Getafe,ESP_GET,1,0,Local,1-0,2024/2025
7,ESP_ESP,Espanol,Villarreal,ESP_VIL,1,2,Visitante,1-2,2024/2025
7,ESP_PAL,Las Palmas,Betis,ESP_BET,1,1,Empate,1-1,2024/2025
7,ESP_CEL,Celta,Ath Madrid,ESP_ATM,0,1,Visitante,0-1,2024/2025
8,ESP_VALLA,Valladolid,Mallorca,ESP_MLL,1,2,Visitante,1-2,2024/2025
8,ESP_GET,Getafe,Alaves,ESP_ALA,2,0,Local,2-0,2024/2025
8,ESP_RAY,Vallecano,Leganes,ESP_LEG,1,1,Empate,1-1,2024/2025
8,ESP_RSO,Sociedad,Valencia,ESP_VAL,3,0,Local,3-0,2024/2025
8,ESP_OSA,Osasuna,Barcelona,ESP_FCB,4,2,Local,4-2,2024/2025
8,ESP_CEL,Celta,Girona,ESP_GIR,1,1,Empate,1-1,2024/2025
8,ESP_ATH,Ath Bilbao,Sevilla,ESP_SEV,1,1,Empate,1-1,2024/2025
8,ESP_BET,Betis,Espanol,ESP_ESP,1,0,Local,1-0,2024/2025
8,ESP_ATH,Ath Madrid,Real Madrid,ESP_RMA,1,1,Empate,1-1,2024/2025
8,ESP_VIL,Villarreal,Las Palmas,ESP_PAL,3,1,Local,3-1,2024/2025
9,ESP_LEG,Leganes,Valencia,ESP_VAL,0,0,Empate,0-0,2024/2025
9,ESP_ESP,Espanol,Mallorca,ESP_MLL,2,1,Local,2-1,2024/2025
9,ESP_GET,Getafe,Osasuna,ESP_OSA,1,1,Empate,1-1,2024/2025
9,ESP_PAL,Las Palmas,Celta,ESP_CEL,0,1,Visitante,0-1,2024/2025
9,ESP_VALLA,Valladolid,Vallecano,ESP_RAY,1,2,Visitante,1-2,2024/2025
9,ESP_RMA,Real Madrid,Villarreal,ESP_VIL,2,0,Local,2-0,2024/2025
9,ESP_GIR,Girona,Ath Bilbao,ESP_ATH,2,1,Local,2-1,2024/2025
9,ESP_ALA,Alaves,Barcelona,ESP_FCB,0,3,Visitante,0-3,2024/2025
9,ESP_SEV,Sevilla,Betis,ESP_BET,1,0,Local,1-0,2024/2025
9,ESP_RSO,Sociedad,Ath Madrid,ESP_ATM,1,1,Empate,1-1,2024/2025
10,ESP_ALA,Alaves,Valladolid,ESP_VALLA,2,3,Visitante,2-3,2024/2025
10,ESP_ATH,Ath Bilbao,Espanol,ESP_ESP,4,1,Local,4-1,2024/2025
10,ESP_OSA,Osasuna,Betis,ESP_BET,1,2,Visitante,1-2,2024/2025
10,ESP_GIR,Girona,Sociedad,ESP_RSO,0,1,Visitante,0-1,2024/2025
10,ESP_CEL,Celta,Real Madrid,ESP_RMA,1,2,Visitante,1-2,2024/2025
10,ESP_MLL,Mallorca,Vallecano,ESP_RAY,1,0,Local,1-0,2024/2025
10,ESP_ATM,Ath Madrid,Leganes,ESP_LEG,3,1,Local,3-1,2024/2025
10,ESP_VIL,Villarreal,Getafe,ESP_GET,1,1,Empate,1-1,2024/2025
10,ESP_FCB,Barcelona,Sevilla,ESP_SEV,5,1,Local,5-1,2024/2025
10,ESP_VAL,Valencia,Las Palmas,ESP_PAL,2,3,Visitante,2-3,2024/2025
11,ESP_ESP,Espanol,Sevilla,ESP_SEV,0,2,Visitante,0-2,2024/2025
11,ESP_VALLA,Valladolid,Villarreal,ESP_VIL,1,2,Visitante,1-2,2024/2025
11,ESP_RAY,Vallecano,Alaves,ESP_ALA,1,0,Local,1-0,2024/2025
11,ESP_PAL,Las Palmas,Girona,ESP_GIR,1,0,Local,1-0,2024/2025
11,ESP_RMA,Real Madrid,Barcelona,ESP_FCB,0,4,Visitante,0-4,2024/2025
11,ESP_LEG,Leganes,Celta,ESP_CEL,3,0,Local,3-0,2024/2025
11,ESP_GET,Getafe,Valencia,ESP_VAL,1,1,Empate,1-1,2024/2025
11,ESP_BET,Betis,Ath Madrid,ESP_ATM,1,0,Local,1-0,2024/2025
11,ESP_RSO,Sociedad,Osasuna,ESP_OSA,0,2,Visitante,0-2,2024/2025
11,ESP_MLL,Mallorca,Ath Bilbao,ESP_ATH,0,0,Empate,0-0,2024/2025
12,ESP_ALA,Alaves,Mallorca,ESP_MLL,1,0,Local,1-0,2024/2025
12,ESP_OSA,Osasuna,Valladolid,ESP_VALLA,1,0,Local,1-0,2024/2025
12,ESP_GIR,Girona,Leganes,ESP_LEG,4,3,Local,4-3,2024/2025
12,ESP_ATM,Ath Madrid,Las Palmas,ESP_PAL,2,0,Local,2-0,2024/2025
12,ESP_FCB,Barcelona,Espanol,ESP_ESP,3,1,Local,3-1,2024/2025
12,ESP_SEV,Sevilla,Sociedad,ESP_RSO,0,2,Visitante,0-2,2024/2025
12,ESP_ATH,Ath Bilbao,Betis,ESP_BET,1,1,Empate,1-1,2024/2025
12,ESP_CEL,Celta,Getafe,ESP_GET,1,0,Local,1-0,2024/2025
12,ESP_RAY,Vallecano,Las Palmas,ESP_PAL,1,3,Visitante,1-3,2024/2025
12,ESP_RMA,Real Madrid,Osasuna,ESP_OSA,4,0,Local,4-0,2024/2025
13,ESP_VIL,Villarreal,Alaves,ESP_ALA,3,0,Local,3-0,2024/2025
13,ESP_LEG,Leganes,Sevilla,ESP_SEV,1,0,Local,1-0,2024/2025
13,ESP_BET,Betis,Celta,ESP_CEL,2,2,Empate,2-2,2024/2025
13,ESP_MLL,Mallorca,Ath Madrid,ESP_ATM,0,1,Visitante,0-1,2024/2025
13,ESP_GET,Getafe,Girona,ESP_GIR,0,1,Visitante,0-1,2024/2025
13,ESP_VALLA,Valladolid,Ath Bilbao,ESP_ATH,1,1,Empate,1-1,2024/2025
13,ESP_RSO,Sociedad,Barcelona,ESP_FCB,1,0,Local,1-0,2024/2025
13,ESP_GET,Getafe,Valladolid,ESP_VALLA,2,0,Local,2-0,2024/2025
13,ESP_VAL,Valencia,Betis,ESP_BET,4,2,Local,4-2,2024/2025
13,ESP_ATM,Ath Madrid,Alaves,ESP_ALA,2,1,Local,2-1,2024/2025
14,ESP_GIR,Girona,Espanol,ESP_ESP,4,1,Local,4-1,2024/2025
14,ESP_PAL,Las Palmas,Mallorca,ESP_MLL,2,3,Visitante,2-3,2024/2025
14,ESP_CEL,Celta,Barcelona,ESP_FCB,2,2,Empate,2-2,2024/2025
14,ESP_OSA,Osasuna,Villarreal,ESP_VIL,2,2,Empate,2-2,2024/2025
14,ESP_SEV,Sevilla,Vallecano,ESP_RAY,1,0,Local,1-0,2024/2025
14,ESP_LEG,Leganes,Real Madrid,ESP_RMA,0,3,Visitante,0-3,2024/2025
14,ESP_ATH,Ath Bilbao,Sociedad,ESP_RSO,1,0,Local,1-0,2024/2025
14,ESP_MLL,Mallorca,Valencia,ESP_VAL,2,1,Local,2-1,2024/2025
14,ESP_FCB,Barcelona,Las Palmas,ESP_PAL,1,2,Visitante,1-2,2024/2025
14,ESP_ALA,Alaves,Leganes,ESP_LEG,1,1,Empate,1-1,2024/2025
15,ESP_ESP,Espanol,Celta,ESP_CEL,3,1,Local,3-1,2024/2025
15,ESP_VALLA,Valladolid,Ath Madrid,ESP_ATM,0,5,Visitante,0-5,2024/2025
15,ESP_VIL,Villarreal,Girona,ESP_GIR,2,2,Empate,2-2,2024/2025
15,ESP_RMA,Real Madrid,Getafe,ESP_GET,2,0,Local,2-0,2024/2025
15,ESP_RAY,Vallecano,Ath Bilbao,ESP_ATH,1,2,Visitante,1-2,2024/2025
15,ESP_RSO,Sociedad,Betis,ESP_BET,2,0,Local,2-0,2024/2025
15,ESP_SEV,Sevilla,Osasuna,ESP_OSA,1,1,Empate,1-1,2024/2025
15,ESP_MLL,Mallorca,Barcelona,ESP_FCB,1,5,Visitante,1-5,2024/2025
15,ESP_ATH,Ath Bilbao,Real Madrid,ESP_RMA,2,1,Local,2-1,2024/2025
15,ESP_CEL,Celta,Mallorca,ESP_MLL,2,0,Local,2-0,2024/2025
16,ESP_PAL,Las Palmas,Valladolid,ESP_VALLA,2,1,Local,2-1,2024/2025
16,ESP_BET,Betis,Barcelona,ESP_FCB,2,2,Empate,2-2,2024/2025
16,ESP_VAL,Valencia,Vallecano,ESP_RAY,0,1,Visitante,0-1,2024/2025
16,ESP_GIR,Girona,Real Madrid,ESP_RMA,0,3,Visitante,0-3,2024/2025
16,ESP_LEG,Leganes,Sociedad,ESP_RSO,0,3,Visitante,0-3,2024/2025
16,ESP_ATH,Ath Bilbao,Villarreal,ESP_VIL,2,0,Local,2-0,2024/2025
16,ESP_OSA,Osasuna,Alaves,ESP_ALA,2,2,Empate,2-2,2024/2025
16,ESP_ATM,Ath Madrid,Sevilla,ESP_SEV,4,3,Local,4-3,2024/2025
16,ESP_GET,Getafe,Espanol,ESP_ESP,1,0,Local,1-0,2024/2025
16,ESP_VALLA,Valladolid,Valencia,ESP_VAL,1,0,Local,1-0,2024/2025
17,ESP_ESP,Espanol,Osasuna,ESP_OSA,0,0,Empate,0-0,2024/2025
17,ESP_MLL,Mallorca,Girona,ESP_GIR,2,1,Local,2-1,2024/2025
17,ESP_SEV,Sevilla,Celta,ESP_CEL,1,0,Local,1-0,2024/2025
17,ESP_RAY,Vallecano,Real Madrid,ESP_RMA,3,3,Empate,3-3,2024/2025
17,ESP_ATM,Ath Madrid,Getafe,ESP_GET,1,0,Local,1-0,2024/2025
17,ESP_ALA,Alaves,Ath Bilbao,ESP_ATH,1,1,Empate,1-1,2024/2025
17,ESP_RSO,Sociedad,Las Palmas,ESP_PAL,0,0,Empate,0-0,2024/2025
17,ESP_VIL,Villarreal,Betis,ESP_BET,1,2,Visitante,1-2,2024/2025
17,ESP_FCB,Barcelona,Leganes,ESP_LEG,0,1,Visitante,0-1,2024/2025
17,ESP_ESP,Espanol,Valencia,ESP_VAL,1,1,Empate,1-1,2024/2025
18,ESP_VIL,Villarreal,Vallecano,ESP_RAY,1,1,Empate,1-1,2024/2025
18,ESP_GIR,Girona,Valladolid,ESP_VALLA,3,0,Local,3-0,2024/2025
18,ESP_GET,Getafe,Mallorca,ESP_MLL,0,1,Visitante,0-1,2024/2025
18,ESP_CEL,Celta,Sociedad,ESP_RSO,2,0,Local,2-0,2024/2025
18,ESP_OSA,Osasuna,Ath Bilbao,ESP_ATH,1,2,Visitante,1-2,2024/2025
18,ESP_FCB,Barcelona,Ath Madrid,ESP_ATM,1,2,Visitante,1-2,2024/2025
18,ESP_VAL,Valencia,Alaves,ESP_ALA,2,2,Empate,2-2,2024/2025
18,ESP_RMA,Real Madrid,Sevilla,ESP_SEV,4,2,Local,4-2,2024/2025
18,ESP_PAL,Las Palmas,Espanol,ESP_ESP,1,0,Local,1-0,2024/2025
18,ESP_LEG,Leganes,Villarreal,ESP_VIL,2,5,Visitante,2-5,2024/2025
19,ESP_BET,Betis,Vallecano,ESP_RAY,1,1,Empate,1-1,2024/2025
19,ESP_VAL,Valencia,Real Madrid,ESP_RMA,1,2,Visitante,1-2,2024/2025
19,ESP_RAY,Vallecano,Celta,ESP_CEL,2,1,Local,2-1,2024/2025
19,ESP_ALA,Alaves,Girona,ESP_GIR,0,1,Visitante,0-1,2024/2025
19,ESP_VALLA,Valladolid,Betis,ESP_BET,1,0,Local,1-0,2024/2025
19,ESP_ESP,Espanol,Leganes,ESP_LEG,1,1,Empate,1-1,2024/2025
19,ESP_SEV,Sevilla,Valencia,ESP_VAL,1,1,Empate,1-1,2024/2025
19,ESP_PAL,Las Palmas,Getafe,ESP_GET,1,2,Visitante,1-2,2024/2025
19,ESP_ATM,Ath Madrid,Osasuna,ESP_OSA,1,0,Local,1-0,2024/2025
19,ESP_RSO,Sociedad,Villarreal,ESP_VIL,1,0,Local,1-0,2024/2025
20,ESP_ESP,Espanol,Valladolid,ESP_VALLA,2,1,Local,2-1,2024/2025
20,ESP_GIR,Girona,Sevilla,ESP_SEV,1,2,Visitante,1-2,2024/2025
20,ESP_LEG,Leganes,Ath Madrid,ESP_ATM,1,0,Local,1-0,2024/2025
20,ESP_BET,Betis,Alaves,ESP_ALA,1,3,Visitante,1-3,2024/2025
20,ESP_GET,Getafe,Barcelona,ESP_FCB,1,1,Empate,1-1,2024/2025
20,ESP_CEL,Celta,Ath Bilbao,ESP_ATH,1,2,Visitante,1-2,2024/2025
20,ESP_RMA,Real Madrid,Las Palmas,ESP_PAL,4,1,Local,4-1,2024/2025
20,ESP_OSA,Osasuna,Vallecano,ESP_RAY,1,1,Empate,1-1,2024/2025
20,ESP_VAL,Valencia,Sociedad,ESP_RSO,1,0,Local,1-0,2024/2025
20,ESP_VIL,Villarreal,Mallorca,ESP_MLL,4,0,Local,4-0,2024/2025
21,ESP_PAL,Las Palmas,Osasuna,ESP_OSA,1,1,Empate,1-1,2024/2025
21,ESP_MLL,Mallorca,Betis,ESP_BET,0,1,Visitante,0-1,2024/2025
21,ESP_ATM,Ath Madrid,Villarreal,ESP_VIL,1,1,Empate,1-1,2024/2025
21,ESP_SEV,Sevilla,Espanol,ESP_ESP,1,1,Empate,1-1,2024/2025
21,ESP_VALLA,Valladolid,Real Madrid,ESP_RMA,0,3,Visitante,0-3,2024/2025
21,ESP_RAY,Vallecano,Girona,ESP_GIR,2,1,Local,2-1,2024/2025
21,ESP_RSO,Sociedad,Getafe,ESP_GET,0,3,Visitante,0-3,2024/2025
21,ESP_ATH,Ath Bilbao,Leganes,ESP_LEG,0,0,Empate,0-0,2024/2025
21,ESP_FCB,Barcelona,Valencia,ESP_VAL,7,1,Local,7-1,2024/2025
21,ESP_ALA,Alaves,Celta,ESP_CEL,1,1,Empate,1-1,2024/2025
22,ESP_LEG,Leganes,Vallecano,ESP_RAY,0,1,Visitante,0-1,2024/2025
