Jornada,Local_ID,Local,Visitante,Visitante_ID,Goles_local,goles_visitante,Resultado,Marcador,Temporada
27,ESP_MLL,Mallorca,Girona,ESP_GIR,1,0,Local,1-0,2023/2024
27,ESP_ATM,Atl. Madrid,Betis,ESP_BET,2,1,Local,2-1,2023/2024
27,ESP_VIL,Villarreal,Granada CF,ESP_GRA,5,1,Local,5-1,2023/2024
27,ESP_VAL,Valencia,Real Madrid,ESP_RMA,2,2,Empate,2-2,2023/2024
27,ESP_GET,Getafe,Las Palmas,ESP_PAL,3,3,Empate,3-3,2023/2024
27,ESP_RAY,Rayo Vallecano,Cadiz CF,ESP_CAD,1,1,Empate,1-1,2023/2024
27,ESP_SEV,Sevilla,Real Sociedad,ESP_RSO,3,2,Local,3-2,2023/2024
27,ESP_CEL,Celta Vigo,Almeria,ESP_ALM,1,0,Local,1-0,2023/2024
28,ESP_ALM,Almeria,Sevilla,ESP_SEV,2,2,Empate,2-2,2023/2024
28,ESP_BET,Betis,Villarreal,ESP_VIL,2,3,Visitante,2-3,2023/2024
28,ESP_RMA,Real Madrid,Celta Vigo,ESP_CEL,4,0,Local,4-0,2023/2024
28,ESP_PAL,Las Palmas,Ath Bilbao,ESP_ATH,0,2,Visitante,0-2,2023/2024
28,ESP_ALA,Alaves,Rayo Vallecano,ESP_RAY,1,0,Local,1-0,2023/2024
28,ESP_GIR,Girona,Osasuna,ESP_OSA,2,0,Local,2-0,2023/2024
28,ESP_GRA,Granada CF,Real Sociedad,ESP_RSO,2,3,Visitante,2-3,2023/2024
28,ESP_CAD,Cadiz CF,Atl. Madrid,ESP_ATM,2,0,Local,2-0,2023/2024
28,ESP_VAL,Valencia,Getafe,ESP_GET,1,0,Local,1-0,2023/2024
28,ESP_FCB,Barcelona,Mallorca,ESP_MLL,1,0,Local,1-0,2023/2024
29,ESP_ATM,Atl. Madrid,Barcelona,ESP_FCB,0,3,Visitante,0-3,2023/2024
29,ESP_RAY,Rayo Vallecano,Betis,ESP_BET,2,0,Local,2-0,2023/2024
29,ESP_PAL,Las Palmas,Almeria,ESP_ALM,0,1,Visitante,0-1,2023/2024
29,ESP_VIL,Villarreal,Valencia,ESP_VAL,1,0,Local,1-0,2023/2024
29,ESP_SEV,Sevilla,Celta Vigo,ESP_CEL,1,2,Visitante,1-2,2023/2024
29,ESP_ATH,Ath Bilbao,Alaves,ESP_ALA,2,0,Local,2-0,2023/2024
29,ESP_GET,Getafe,Girona,ESP_GIR,1,0,Local,1-0,2023/2024
29,ESP_OSA,Osasuna,Real Madrid,ESP_RMA,2,4,Visitante,2-4,2023/2024
29,ESP_MLL,Mallorca,Granada CF,ESP_GRA,1,0,Local,1-0,2023/2024
29,ESP_RSO,Real Sociedad,Cadiz CF,ESP_CAD,2,0,Local,2-0,2023/2024
30,ESP_VIL,Villarreal,Atl. Madrid,ESP_ATM,1,2,Visitante,1-2,2023/2024
30,ESP_RMA,Real Madrid,Ath Bilbao,ESP_ATH,2,0,Local,2-0,2023/2024
30,ESP_ALA,Alaves,Real Sociedad,ESP_RSO,0,1,Visitante,0-1,2023/2024
30,ESP_GIR,Girona,Betis,ESP_BET,3,2,Local,3-2,2023/2024
30,ESP_CEL,Celta Vigo,Rayo Vallecano,ESP_RAY,0,0,Empate,0-0,2023/2024
30,ESP_FCB,Barcelona,Las Palmas,ESP_PAL,1,0,Local,1-0,2023/2024
30,ESP_VAL,Valencia,Mallorca,ESP_MLL,0,0,Empate,0-0,2023/2024
30,ESP_ALM,Almeria,Osasuna,ESP_OSA,0,3,Visitante,0-3,2023/2024
30,ESP_GET,Getafe,Sevilla,ESP_SEV,0,1,Visitante,0-1,2023/2024
30,ESP_CAD,Cadiz CF,Granada CF,ESP_GRA,1,0,Local,1-0,2023/2024
31,ESP_OSA,Osasuna,Valencia,ESP_VAL,0,1,Visitante,0-1,2023/2024
31,ESP_RSO,Real Sociedad,Almeria,ESP_ALM,2,2,Empate,2-2,2023/2024
31,ESP_ATH,Ath Bilbao,Villarreal,ESP_VIL,1,1,Empate,1-1,2023/2024
31,ESP_GRA,Granada CF,Alaves,ESP_ALA,2,0,Local,2-0,2023/2024
31,ESP_PAL,Las Palmas,Sevilla,ESP_SEV,0,2,Visitante,0-2,2023/2024
31,ESP_CAD,Cadiz CF,Barcelona,ESP_FCB,0,1,Visitante,0-1,2023/2024
31,ESP_MLL,Mallorca,Real Madrid,ESP_RMA,0,1,Visitante,0-1,2023/2024
31,ESP_RAY,Rayo Vallecano,Getafe,ESP_GET,0,0,Empate,0-0,2023/2024
31,ESP_ATM,Atl. Madrid,Girona,ESP_GIR,3,1,Local,3-1,2023/2024
31,ESP_BET,Betis,Celta Vigo,ESP_CEL,2,1,Local,2-1,2023/2024
32,ESP_SEV,Sevilla,Mallorca,ESP_MLL,2,1,Local,2-1,2023/2024
32,ESP_RMA,Real Madrid,Barcelona,ESP_FCB,3,2,Local,3-2,2023/2024
32,ESP_ALA,Alaves,Atl. Madrid,ESP_ATM,2,0,Local,2-0,2023/2024
32,ESP_ALM,Almeria,Villarreal,ESP_VIL,1,2,Visitante,1-2,2023/2024
32,ESP_GET,Getafe,Real Sociedad,ESP_RSO,1,1,Empate,1-1,2023/2024
32,ESP_GIR,Girona,Cadiz CF,ESP_CAD,4,1,Local,4-1,2023/2024
32,ESP_VAL,Valencia,Betis,ESP_BET,1,2,Visitante,1-2,2023/2024
32,ESP_RAY,Rayo Vallecano,Osasuna,ESP_OSA,2,1,Local,2-1,2023/2024
32,ESP_CEL,Celta Vigo,Las Palmas,ESP_PAL,4,1,Local,4-1,2023/2024
32,ESP_ATH,Ath Bilbao,Granada CF,ESP_GRA,1,1,Empate,1-1,2023/2024
33,ESP_FCB,Barcelona,Valencia,ESP_VAL,4,2,Local,4-2,2023/2024
33,ESP_BET,Betis,Sevilla,ESP_SEV,1,1,Empate,1-1,2023/2024
33,ESP_VIL,Villarreal,Rayo Vallecano,ESP_RAY,3,0,Local,3-0,2023/2024
33,ESP_GRA,Granada CF,Osasuna,ESP_OSA,3,0,Local,3-0,2023/2024
33,ESP_CAD,Cadiz CF,Mallorca,ESP_MLL,1,1,Empate,1-1,2023/2024
33,ESP_ATM,Atl. Madrid,Ath Bilbao,ESP_ATH,3,1,Local,3-1,2023/2024
33,ESP_ALA,Alaves,Celta Vigo,ESP_CEL,3,0,Local,3-0,2023/2024
33,ESP_ALM,Almeria,Getafe,ESP_GET,1,3,Visitante,1-3,2023/2024
33,ESP_PAL,Las Palmas,Girona,ESP_GIR,0,2,Visitante,0-2,2023/2024
33,ESP_RSO,Real Sociedad,Real Madrid,ESP_RMA,0,1,Visitante,0-1,2023/2024
